sample_container_id,updated_at,created_at,created_by,modified_by,shipment_number,shipment_date,sample_types,status,jira_tickets,collaboration_id,shipment_verified,rack_barcode
39,2023-03-17 16:42:53.451247+00,2023-03-17 16:42:53.451247+00,Harry ZHou,,,,,,,5,,RT-3437_A00908463S
